Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-frg1,Session ID,Event Type,Reason,Block Number,Phase Name,Rule File,Episode Number,Move Number,Actor,Position ID,Stimulus ID,Reward,Repeat,Human Score,Agent Score,Human Total Score,Agent Total Score,Rewards Remaining,Completed Episodes
435,1784149308252,15/07/2026 21:01:48,1784149308156,-5,15/07/2026 16:01:48,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,21,"High contrast, type 3",rules_contrast2.json,21,10,agent,1,3835,1,,4,4,96,89,2,
436,1784149308389,15/07/2026 21:01:48,1784149308159,-5,15/07/2026 16:01:48,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,21,"High contrast, type 3",rules_contrast2.json,21,10,,,,,,4,4,96,89,2,
437,1784149316370,15/07/2026 21:01:56,1784149316282,-5,15/07/2026 16:01:56,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,22,"High contrast, type 4",rules_contrast2.json,22,1,human,1,3886,1,,1,0,97,89,9,
438,1784149317076,15/07/2026 21:01:57,1784149316985,-5,15/07/2026 16:01:56,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,22,"High contrast, type 4",rules_contrast2.json,22,1,agent,4,4053,1,,1,1,97,90,8,
439,1784149319824,15/07/2026 21:01:59,1784149319734,-5,15/07/2026 16:01:59,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,22,"High contrast, type 4",rules_contrast2.json,22,2,human,5,233,,,1,1,97,90,8,
440,1784149320530,15/07/2026 21:02:00,1784149320439,-5,15/07/2026 16:02:00,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,22,"High contrast, type 4",rules_contrast2.json,22,2,agent,18,4990,1,,1,2,97,91,7,
441,1784149321973,15/07/2026 21:02:01,1784149321885,-5,15/07/2026 16:02:01,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,22,"High contrast, type 4",rules_contrast2.json,22,3,human,6,3729,,,1,2,97,91,7,
442,1784149322706,15/07/2026 21:02:02,1784149322590,-5,15/07/2026 16:02:02,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,22,"High contrast, type 4",rules_contrast2.json,22,3,agent,4,4053,,1,1,2,97,91,7,
443,1784149323621,15/07/2026 21:02:03,1784149323534,-5,15/07/2026 16:02:03,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,22,"High contrast, type 4",rules_contrast2.json,22,4,human,7,2928,1,,2,2,98,91,6,
444,1784149324327,15/07/2026 21:02:04,1784149324239,-5,15/07/2026 16:02:04,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,22,"High contrast, type 4",rules_contrast2.json,22,4,agent,8,3933,,,2,2,98,91,6,
445,1784149325323,15/07/2026 21:02:05,1784149325234,-5,15/07/2026 16:02:05,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,22,"High contrast, type 4",rules_contrast2.json,22,5,human,9,3801,,,2,2,98,91,6,
446,1784149326022,15/07/2026 21:02:06,1784149325939,-5,15/07/2026 16:02:05,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,22,"High contrast, type 4",rules_contrast2.json,22,5,agent,13,5531,1,,2,3,98,92,5,
447,1784149326788,15/07/2026 21:02:06,1784149326700,-5,15/07/2026 16:02:06,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,22,"High contrast, type 4",rules_contrast2.json,22,6,human,14,3385,,,2,3,98,92,5,
448,1784149327503,15/07/2026 21:02:07,1784149327405,-5,15/07/2026 16:02:07,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,22,"High contrast, type 4",rules_contrast2.json,22,6,agent,18,4990,,1,2,3,98,92,5,
449,1784149328307,15/07/2026 21:02:08,1784149328217,-5,15/07/2026 16:02:08,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,22,"High contrast, type 4",rules_contrast2.json,22,7,human,12,3763,1,,3,3,99,92,4,
450,1784149329007,15/07/2026 21:02:09,1784149328921,-5,15/07/2026 16:02:08,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,22,"High contrast, type 4",rules_contrast2.json,22,7,agent,4,4053,,1,3,3,99,92,4,
451,1784149330140,15/07/2026 21:02:10,1784149330051,-5,15/07/2026 16:02:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,22,"High contrast, type 4",rules_contrast2.json,22,8,human,11,93,,,3,3,99,92,4,
452,1784149330846,15/07/2026 21:02:10,1784149330755,-5,15/07/2026 16:02:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,22,"High contrast, type 4",rules_contrast2.json,22,8,agent,2,3524,1,,3,4,99,93,3,
453,1784149332109,15/07/2026 21:02:12,1784149332018,-5,15/07/2026 16:02:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,22,"High contrast, type 4",rules_contrast2.json,22,9,human,10,5156,1,,4,4,100,93,2,
454,1784149332809,15/07/2026 21:02:12,1784149332723,-5,15/07/2026 16:02:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,22,"High contrast, type 4",rules_contrast2.json,22,9,agent,7,2928,,1,4,4,100,93,2,
455,1784149354165,15/07/2026 21:02:34,1784149354067,-5,15/07/2026 16:02:34,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,22,"High contrast, type 4",rules_contrast2.json,22,9,human,18,4990,,1,4,4,100,93,2,
456,1784149354875,15/07/2026 21:02:34,1784149354773,-5,15/07/2026 16:02:34,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,22,"High contrast, type 4",rules_contrast2.json,22,9,agent,13,5531,,1,4,4,100,93,2,
457,1784149354998,15/07/2026 21:02:34,1784149354776,-5,15/07/2026 16:02:34,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,22,"High contrast, type 4",rules_contrast2.json,22,9,,,,,,4,4,100,93,2,
458,1784149358355,15/07/2026 21:02:38,1784149358267,-5,15/07/2026 16:02:38,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,23,"High contrast, type 2",rules_contrast2.json,23,1,human,0,3729,,,0,0,100,93,10,
459,1784149359062,15/07/2026 21:02:39,1784149358971,-5,15/07/2026 16:02:38,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,23,"High contrast, type 2",rules_contrast2.json,23,1,agent,3,3835,1,,0,1,100,94,9,
460,1784149359772,15/07/2026 21:02:39,1784149359684,-5,15/07/2026 16:02:39,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,23,"High contrast, type 2",rules_contrast2.json,23,2,human,2,233,,,0,1,100,94,9,
461,1784149360487,15/07/2026 21:02:40,1784149360388,-5,15/07/2026 16:02:40,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,23,"High contrast, type 2",rules_contrast2.json,23,2,agent,6,4405,1,,0,2,100,95,8,
462,1784149364711,15/07/2026 21:02:44,1784149364618,-5,15/07/2026 16:02:44,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,23,"High contrast, type 2",rules_contrast2.json,23,3,human,7,3385,,,0,2,100,95,8,
463,1784149365421,15/07/2026 21:02:45,1784149365323,-5,15/07/2026 16:02:45,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,23,"High contrast, type 2",rules_contrast2.json,23,3,agent,3,3835,,1,0,2,100,95,8,
464,1784149366047,15/07/2026 21:02:46,1784149365950,-5,15/07/2026 16:02:45,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,23,"High contrast, type 2",rules_contrast2.json,23,4,human,8,93,,,0,2,100,95,8,
465,1784149366738,15/07/2026 21:02:46,1784149366654,-5,15/07/2026 16:02:46,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,23,"High contrast, type 2",rules_contrast2.json,23,4,agent,14,617,1,,0,3,100,96,7,
466,1784149368659,15/07/2026 21:02:48,1784149368567,-5,15/07/2026 16:02:48,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,23,"High contrast, type 2",rules_contrast2.json,23,5,human,9,2020,,,0,3,100,96,7,
467,1784149369363,15/07/2026 21:02:49,1784149369272,-5,15/07/2026 16:02:49,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,23,"High contrast, type 2",rules_contrast2.json,23,5,agent,6,4405,,1,0,3,100,96,7,
468,1784149370570,15/07/2026 21:02:50,1784149370483,-5,15/07/2026 16:02:50,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,23,"High contrast, type 2",rules_contrast2.json,23,6,human,12,3139,1,,1,3,101,96,6,
469,1784149371274,15/07/2026 21:02:51,1784149371188,-5,15/07/2026 16:02:51,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,23,"High contrast, type 2",rules_contrast2.json,23,6,agent,17,894,1,,1,4,101,97,5,
470,1784149374262,15/07/2026 21:02:54,1784149374168,-5,15/07/2026 16:02:54,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,23,"High contrast, type 2",rules_contrast2.json,23,7,human,18,3372,1,,2,4,102,97,4,
471,1784149374961,15/07/2026 21:02:54,1784149374874,-5,15/07/2026 16:02:54,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,23,"High contrast, type 2",rules_contrast2.json,23,7,agent,14,617,,1,2,4,102,97,4,
472,1784149376463,15/07/2026 21:02:56,1784149376382,-5,15/07/2026 16:02:56,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,23,"High contrast, type 2",rules_contrast2.json,23,8,human,19,6539,,,2,4,102,97,4,
473,1784149377176,15/07/2026 21:02:57,1784149377086,-5,15/07/2026 16:02:57,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,23,"High contrast, type 2",rules_contrast2.json,23,8,agent,3,3835,,1,2,4,102,97,4,
474,1784149378519,15/07/2026 21:02:58,1784149378434,-5,15/07/2026 16:02:58,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,23,"High contrast, type 2",rules_contrast2.json,23,9,human,16,835,1,,3,4,103,97,3,
475,1784149379226,15/07/2026 21:02:59,1784149379140,-5,15/07/2026 16:02:59,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,23,"High contrast, type 2",rules_contrast2.json,23,9,agent,17,894,,1,3,4,103,97,3,
476,1784149380922,15/07/2026 21:03:00,1784149380833,-5,15/07/2026 16:03:00,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,23,"High contrast, type 2",rules_contrast2.json,23,10,human,11,5826,1,,4,4,104,97,2,
477,1784149381633,15/07/2026 21:03:01,1784149381537,-5,15/07/2026 16:03:01,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,23,"High contrast, type 2",rules_contrast2.json,23,10,agent,6,4405,,1,4,4,104,97,2,
478,1784149381761,15/07/2026 21:03:01,1784149381541,-5,15/07/2026 16:03:01,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,23,"High contrast, type 2",rules_contrast2.json,23,10,,,,,,4,4,104,97,2,
479,1784149388436,15/07/2026 21:03:08,1784149388350,-5,15/07/2026 16:03:08,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,24,"High contrast, type 1",rules_contrast2.json,24,1,human,0,3524,1,,1,0,105,97,9,
480,1784149389150,15/07/2026 21:03:09,1784149389052,-5,15/07/2026 16:03:09,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,24,"High contrast, type 1",rules_contrast2.json,24,1,agent,15,2928,1,,1,1,105,98,8,
481,1784149391959,15/07/2026 21:03:11,1784149391867,-5,15/07/2026 16:03:11,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,24,"High contrast, type 1",rules_contrast2.json,24,2,human,5,844,,,1,1,105,98,8,
482,1784149392657,15/07/2026 21:03:12,1784149392572,-5,15/07/2026 16:03:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,24,"High contrast, type 1",rules_contrast2.json,24,2,agent,17,4645,,,1,1,105,98,8,
483,1784149393959,15/07/2026 21:03:13,1784149393867,-5,15/07/2026 16:03:13,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,24,"High contrast, type 1",rules_contrast2.json,24,3,human,2,3886,1,,2,1,106,98,7,
484,1784149394669,15/07/2026 21:03:14,1784149394572,-5,15/07/2026 16:03:14,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,24,"High contrast, type 1",rules_contrast2.json,24,3,agent,0,3524,,1,2,1,106,98,7,
485,1784149396870,15/07/2026 21:03:16,1784149396784,-5,15/07/2026 16:03:16,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,24,"High contrast, type 1",rules_contrast2.json,24,4,human,3,1191,,,2,1,106,98,7,
486,1784149397587,15/07/2026 21:03:17,1784149397487,-5,15/07/2026 16:03:17,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,24,"High contrast, type 1",rules_contrast2.json,24,4,agent,10,5156,1,,2,2,106,99,6,
487,1784149398239,15/07/2026 21:03:18,1784149398150,-5,15/07/2026 16:03:18,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,24,"High contrast, type 1",rules_contrast2.json,24,5,human,4,3763,1,,3,2,107,99,5,
488,1784149398944,15/07/2026 21:03:18,1784149398854,-5,15/07/2026 16:03:18,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,24,"High contrast, type 1",rules_contrast2.json,24,5,agent,12,2948,1,,3,3,107,100,4,
489,1784149401486,15/07/2026 21:03:21,1784149401402,-5,15/07/2026 16:03:21,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,24,"High contrast, type 1",rules_contrast2.json,24,6,human,9,6480,,,3,3,107,100,4,
490,1784149402202,15/07/2026 21:03:22,1784149402107,-5,15/07/2026 16:03:22,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,24,"High contrast, type 1",rules_contrast2.json,24,6,agent,15,2928,,1,3,3,107,100,4,
491,1784149402913,15/07/2026 21:03:22,1784149402814,-5,15/07/2026 16:03:22,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,24,"High contrast, type 1",rules_contrast2.json,24,7,human,8,372,,,3,3,107,100,4,
492,1784149403620,15/07/2026 21:03:23,1784149403517,-5,15/07/2026 16:03:23,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,24,"High contrast, type 1",rules_contrast2.json,24,7,agent,10,5156,,1,3,3,107,100,4,
493,1784149404335,15/07/2026 21:03:24,1784149404234,-5,15/07/2026 16:03:24,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,24,"High contrast, type 1",rules_contrast2.json,24,8,human,14,5531,1,,4,3,108,100,3,
494,1784149405031,15/07/2026 21:03:25,1784149404940,-5,15/07/2026 16:03:24,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,24,"High contrast, type 1",rules_contrast2.json,24,8,agent,12,2948,,1,4,3,108,100,3,
495,1784149411386,15/07/2026 21:03:31,1784149411300,-5,15/07/2026 16:03:31,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,24,"High contrast, type 1",rules_contrast2.json,24,9,human,13,394,,,4,3,108,100,3,
496,1784149412091,15/07/2026 21:03:32,1784149412005,-5,15/07/2026 16:03:32,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,24,"High contrast, type 1",rules_contrast2.json,24,9,agent,16,2103,1,,4,4,108,101,2,
497,1784149413242,15/07/2026 21:03:33,1784149413150,-5,15/07/2026 16:03:33,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,24,"High contrast, type 1",rules_contrast2.json,24,9,human,17,4645,,1,4,4,108,101,2,
