Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-frg1,Session ID,Event Type,Reason,Block Number,Phase Name,Rule File,Episode Number,Move Number,Actor,Position ID,Stimulus ID,Reward,Repeat,Human Score,Agent Score,Human Total Score,Agent Total Score,Rewards Remaining,Completed Episodes
870,1784149923777,15/07/2026 21:12:03,1784149923626,-5,15/07/2026 16:12:03,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,42,"Category 4, type 4",rules_category2.json,42,7,agent,1,2020,,1,3,3,187,159,4,
871,1784149929293,15/07/2026 21:12:09,1784149929170,-5,15/07/2026 16:12:09,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,42,"Category 4, type 4",rules_category2.json,42,8,human,11,3729,,,3,3,187,159,4,
872,1784149930016,15/07/2026 21:12:10,1784149929875,-5,15/07/2026 16:12:09,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,42,"Category 4, type 4",rules_category2.json,42,8,agent,5,2948,1,,3,4,187,160,3,
873,1784149930755,15/07/2026 21:12:10,1784149930620,-5,15/07/2026 16:12:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,42,"Category 4, type 4",rules_category2.json,42,9,human,15,4053,,,3,4,187,160,3,
874,1784149931446,15/07/2026 21:12:11,1784149931324,-5,15/07/2026 16:12:11,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,42,"Category 4, type 4",rules_category2.json,42,9,agent,7,3801,1,,3,5,187,161,2,
875,1784149932356,15/07/2026 21:12:12,1784149932222,-5,15/07/2026 16:12:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,42,"Category 4, type 4",rules_category2.json,42,10,human,10,2928,1,,4,5,188,161,1,
876,1784149933064,15/07/2026 21:12:13,1784149932925,-5,15/07/2026 16:12:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,42,"Category 4, type 4",rules_category2.json,42,10,agent,12,93,,1,4,5,188,161,1,
877,1784149933205,15/07/2026 21:12:13,1784149932928,-5,15/07/2026 16:12:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,42,"Category 4, type 4",rules_category2.json,42,10,,,,,,4,5,188,161,1,
878,1784149936525,15/07/2026 21:12:16,1784149936387,-5,15/07/2026 16:12:16,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,43,"Category 4, type 2",rules_category2.json,43,1,human,0,3385,,,0,0,188,161,10,
879,1784149937227,15/07/2026 21:12:17,1784149937092,-5,15/07/2026 16:12:17,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,43,"Category 4, type 2",rules_category2.json,43,1,agent,15,3801,1,,0,1,188,162,9,
880,1784149938054,15/07/2026 21:12:18,1784149937919,-5,15/07/2026 16:12:17,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,43,"Category 4, type 2",rules_category2.json,43,2,human,1,4405,,,0,1,188,162,9,
881,1784149938767,15/07/2026 21:12:18,1784149938622,-5,15/07/2026 16:12:18,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,43,"Category 4, type 2",rules_category2.json,43,2,agent,9,3139,1,,0,2,188,163,8,
882,1784149939617,15/07/2026 21:12:19,1784149939487,-5,15/07/2026 16:12:19,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,43,"Category 4, type 2",rules_category2.json,43,3,human,2,894,1,,1,2,189,163,7,
883,1784149940345,15/07/2026 21:12:20,1784149940192,-5,15/07/2026 16:12:20,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,43,"Category 4, type 2",rules_category2.json,43,3,agent,15,3801,,1,1,2,189,163,7,
884,1784149941294,15/07/2026 21:12:21,1784149941153,-5,15/07/2026 16:12:21,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,43,"Category 4, type 2",rules_category2.json,43,4,human,3,1314,1,,2,2,190,163,6,
885,1784149942005,15/07/2026 21:12:22,1784149941857,-5,15/07/2026 16:12:21,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,43,"Category 4, type 2",rules_category2.json,43,4,agent,19,3088,1,,2,3,190,164,5,
886,1784149943084,15/07/2026 21:12:23,1784149942952,-5,15/07/2026 16:12:22,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,43,"Category 4, type 2",rules_category2.json,43,5,human,4,835,1,,3,3,191,164,4,
887,1784149943802,15/07/2026 21:12:23,1784149943657,-5,15/07/2026 16:12:23,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,43,"Category 4, type 2",rules_category2.json,43,5,agent,9,3139,,1,3,3,191,164,4,
888,1784149947782,15/07/2026 21:12:27,1784149947653,-5,15/07/2026 16:12:27,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,43,"Category 4, type 2",rules_category2.json,43,6,human,8,398,,,3,3,191,164,4,
889,1784149948510,15/07/2026 21:12:28,1784149948357,-5,15/07/2026 16:12:28,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,43,"Category 4, type 2",rules_category2.json,43,6,agent,19,3088,,1,3,3,191,164,4,
890,1784149949140,15/07/2026 21:12:29,1784149949002,-5,15/07/2026 16:12:29,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,43,"Category 4, type 2",rules_category2.json,43,7,human,7,5826,1,,4,3,192,164,3,
891,1784149949838,15/07/2026 21:12:29,1784149949707,-5,15/07/2026 16:12:29,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,43,"Category 4, type 2",rules_category2.json,43,7,agent,15,3801,,1,4,3,192,164,3,
892,1784149951082,15/07/2026 21:12:31,1784149950952,-5,15/07/2026 16:12:30,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,43,"Category 4, type 2",rules_category2.json,43,8,human,6,2020,1,,5,3,193,164,2,
893,1784149951783,15/07/2026 21:12:31,1784149951657,-5,15/07/2026 16:12:31,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,43,"Category 4, type 2",rules_category2.json,43,8,agent,12,6539,1,,5,4,193,165,1,
894,1784149953026,15/07/2026 21:12:33,1784149952886,-5,15/07/2026 16:12:32,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,43,"Category 4, type 2",rules_category2.json,43,9,human,5,93,1,,6,4,194,165,0,
895,1784149953140,15/07/2026 21:12:33,1784149952889,-5,15/07/2026 16:12:32,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,rewards_exhausted,43,"Category 4, type 2",rules_category2.json,43,9,,,,,,6,4,194,165,0,
896,1784149961986,15/07/2026 21:12:41,1784149961852,-5,15/07/2026 16:12:41,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,44,"Category 4, type 1",rules_category2.json,44,1,human,0,4645,1,,1,0,195,165,9,
897,1784149962688,15/07/2026 21:12:42,1784149962558,-5,15/07/2026 16:12:42,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,44,"Category 4, type 1",rules_category2.json,44,1,agent,5,2948,1,,1,1,195,166,8,
898,1784149964049,15/07/2026 21:12:44,1784149963901,-5,15/07/2026 16:12:43,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,44,"Category 4, type 1",rules_category2.json,44,2,human,1,3524,1,,2,1,196,166,7,
899,1784149964744,15/07/2026 21:12:44,1784149964605,-5,15/07/2026 16:12:44,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,44,"Category 4, type 1",rules_category2.json,44,2,agent,18,5156,1,,2,2,196,167,6,
900,1784149965967,15/07/2026 21:12:45,1784149965835,-5,15/07/2026 16:12:45,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,44,"Category 4, type 1",rules_category2.json,44,3,human,7,5912,1,,3,2,197,167,5,
901,1784149966681,15/07/2026 21:12:46,1784149966540,-5,15/07/2026 16:12:46,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,44,"Category 4, type 1",rules_category2.json,44,3,agent,5,2948,,1,3,2,197,167,5,
902,1784149967631,15/07/2026 21:12:47,1784149967501,-5,15/07/2026 16:12:47,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,44,"Category 4, type 1",rules_category2.json,44,4,human,8,6480,,,3,2,197,167,5,
903,1784149968339,15/07/2026 21:12:48,1784149968206,-5,15/07/2026 16:12:48,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,44,"Category 4, type 1",rules_category2.json,44,4,agent,6,844,1,,3,3,197,168,4,
904,1784149971248,15/07/2026 21:12:51,1784149971116,-5,15/07/2026 16:12:51,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,44,"Category 4, type 1",rules_category2.json,44,5,human,4,6532,1,,4,3,198,168,3,
905,1784149971955,15/07/2026 21:12:51,1784149971820,-5,15/07/2026 16:12:51,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,44,"Category 4, type 1",rules_category2.json,44,5,agent,18,5156,,1,4,3,198,168,3,
906,1784149982424,15/07/2026 21:13:02,1784149982285,-5,15/07/2026 16:13:02,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,44,"Category 4, type 1",rules_category2.json,44,6,human,9,1328,,,4,3,198,168,3,
907,1784149983125,15/07/2026 21:13:03,1784149982990,-5,15/07/2026 16:13:02,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,44,"Category 4, type 1",rules_category2.json,44,6,agent,5,2948,,1,4,3,198,168,3,
908,1784149983549,15/07/2026 21:13:03,1784149983418,-5,15/07/2026 16:13:03,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,44,"Category 4, type 1",rules_category2.json,44,7,human,3,3340,,,4,3,198,168,3,
909,1784149984261,15/07/2026 21:13:04,1784149984122,-5,15/07/2026 16:13:04,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,44,"Category 4, type 1",rules_category2.json,44,7,agent,6,844,,1,4,3,198,168,3,
910,1784149984565,15/07/2026 21:13:04,1784149984434,-5,15/07/2026 16:13:04,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,44,"Category 4, type 1",rules_category2.json,44,8,human,14,4053,,,4,3,198,168,3,
911,1784149985273,15/07/2026 21:13:05,1784149985139,-5,15/07/2026 16:13:05,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,44,"Category 4, type 1",rules_category2.json,44,8,agent,19,3886,,,4,3,198,168,3,
912,1784149985431,15/07/2026 21:13:05,1784149985301,-5,15/07/2026 16:13:05,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,44,"Category 4, type 1",rules_category2.json,44,8,human,19,3886,,1,4,3,198,168,3,
913,1784149986138,15/07/2026 21:13:06,1784149986004,-5,15/07/2026 16:13:06,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,44,"Category 4, type 1",rules_category2.json,44,8,agent,1,3524,,1,4,3,198,168,3,
914,1784149986931,15/07/2026 21:13:06,1784149986801,-5,15/07/2026 16:13:06,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,44,"Category 4, type 1",rules_category2.json,44,8,human,18,5156,,1,4,3,198,168,3,
915,1784149987641,15/07/2026 21:13:07,1784149987505,-5,15/07/2026 16:13:07,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,44,"Category 4, type 1",rules_category2.json,44,8,agent,11,394,,,4,3,198,168,3,
916,1784149987770,15/07/2026 21:13:07,1784149987507,-5,15/07/2026 16:13:07,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,44,"Category 4, type 1",rules_category2.json,44,8,,,,,,4,3,198,168,3,
917,1784149990772,15/07/2026 21:13:10,1784149990634,-5,15/07/2026 16:13:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,45,"Category 4, type 3",rules_category2.json,45,1,human,0,3139,1,,1,0,199,168,9,
918,1784149991482,15/07/2026 21:13:11,1784149991338,-5,15/07/2026 16:13:11,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,45,"Category 4, type 3",rules_category2.json,45,1,agent,11,3088,1,,1,1,199,169,8,
919,1784149992090,15/07/2026 21:13:12,1784149991951,-5,15/07/2026 16:13:11,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,45,"Category 4, type 3",rules_category2.json,45,2,human,1,4405,,,1,1,199,169,8,
920,1784149992795,15/07/2026 21:13:12,1784149992655,-5,15/07/2026 16:13:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,45,"Category 4, type 3",rules_category2.json,45,2,agent,3,835,1,,1,2,199,170,7,
921,1784149993370,15/07/2026 21:13:13,1784149993234,-5,15/07/2026 16:13:13,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,45,"Category 4, type 3",rules_category2.json,45,3,human,2,4645,1,,2,2,200,170,6,
922,1784149994079,15/07/2026 21:13:14,1784149993938,-5,15/07/2026 16:13:13,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,45,"Category 4, type 3",rules_category2.json,45,3,agent,8,894,1,,2,3,200,171,5,
923,1784149994831,15/07/2026 21:13:14,1784149994701,-5,15/07/2026 16:13:14,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,45,"Category 4, type 3",rules_category2.json,45,4,human,4,5912,1,,3,3,201,171,4,
924,1784149995537,15/07/2026 21:13:15,1784149995403,-5,15/07/2026 16:13:15,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,45,"Category 4, type 3",rules_category2.json,45,4,agent,11,3088,,1,3,3,201,171,4,
925,1784149996264,15/07/2026 21:13:16,1784149996133,-5,15/07/2026 16:13:16,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,45,"Category 4, type 3",rules_category2.json,45,5,human,9,3340,,,3,3,201,171,4,
926,1784149996962,15/07/2026 21:13:16,1784149996837,-5,15/07/2026 16:13:16,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,45,"Category 4, type 3",rules_category2.json,45,5,agent,3,835,,1,3,3,201,171,4,
927,1784149997863,15/07/2026 21:13:17,1784149997733,-5,15/07/2026 16:13:17,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,45,"Category 4, type 3",rules_category2.json,45,6,human,14,5826,1,,4,3,202,171,3,
928,1784149998576,15/07/2026 21:13:18,1784149998437,-5,15/07/2026 16:13:18,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,45,"Category 4, type 3",rules_category2.json,45,6,agent,8,894,,1,4,3,202,171,3,
